TaskID,TaskName,Type,Importance,Duration,DayOfWeek,StartTime,EndTime,UserID
1675,Respond to customer queries,Work,Normal,30,Monday,11:00,11:30,user1
2103,Buy stationery,Personal,More Important,45,Saturday,11:45,12:30,user1
899,Take a deep breath,Personal,Normal,5,Tuesday,8:40,8:45,user1
3061,Do the laundry,Personal,Normal,30,Friday,17:45,18:15,user1
455,Morning coffee break,Personal,Normal,15,Saturday,10:00,10:15,user1
722,Sketch a design,Personal,Normal,90,Sunday,14:00,15:30,user1
1324,Organize workspace,Work,Important,60,Tuesday,13:00,14:00,user1
2679,Explore new tools,Education,Important,60,Monday,9:45,10:45,user1
2063,Read comics,Personal,Less Important,45,Friday,19:45,20:30,user1
1573,Grocery Shopping,Personal,Important,66,Wednesday,1:00,2:06,user1
1270,Grocery Shopping,Personal,Important,35,Sunday,21:00,21:35,user1
2784,Update project status,Work,More Important,60,Monday,13:00,14:00,user1
2287,Home workout,Personal,Normal,45,Wednesday,8:30,9:15,user1
1365,Wash dishes,Personal,Normal,15,Monday,19:30,19:45,user1
1306,Create a new recipe,Personal,Normal,90,Friday,18:00,19:30,user1
2732,Read research paper,Education,Important,60,Saturday,10:00,11:00,user1
1382,Check work updates,Work,Normal,20,Tuesday,20:00,20:20,user1
3292,Take notes from an eBook,Education,Important,45,Monday,17:45,18:30,user1
1362,Do the laundry,Personal,Normal,30,Monday,14:30,15:00,user1
1771,Clear notifications,Personal,Less Important,5,Friday,15:40,15:45,user1
1513,Check email,Work,Normal,15,Saturday,8:45,9:00,user1
390,Coding Session,Personal,Normal,16,Saturday,16:00,16:16,user1
2330,Mop the floor,Personal,Normal,60,Wednesday,11:15,12:15,user1
2430,Cross-department alignment,Work,Important,45,Thursday,15:45,16:30,user1
2796,Hang out at a cafe,Personal,Less Important,30,Friday,17:45,18:15,user1
1848,Explore new tools,Education,Important,30,Thursday,16:15,16:45,user1
668,Email Responses,Personal,Normal,111,Friday,7:00,8:51,user1
2704,Respond to work emails,Work,More Important,45,Monday,11:30,12:15,user1
2377,Code review session,Work,More Important,60,Thursday,11:15,12:15,user1
180,Clean the bathroom,Personal,Normal,30,Tuesday,18:00,18:30,user1
1463,Walk to the bus stop,Personal,Normal,10,Thursday,7:30,7:40,user1
2762,Write short story,Personal,Normal,60,Tuesday,16:15,17:15,user1
1937,Attend a birthday party,Personal,Less Important,45,Friday,18:30,19:15,user1
2306,Plan weekend gathering,Personal,Less Important,60,Saturday,15:45,16:45,user1
148,Relax with an audiobook,Personal,Normal,60,Friday,21:00,22:00,user1
2783,Coffee with a friend,Personal,Less Important,45,Sunday,17:00,17:45,user1
2699,Home workout,Personal,Normal,45,Wednesday,7:45,8:30,user1
2841,Drop off donation,Personal,More Important,60,Tuesday,9:00,10:00,user1
933,Learn English,Education,Important,60,Friday,15:15,16:15,user1
383,Yoga,Personal,Important,112,Saturday,21:00,22:52,user1
1635,Back up important data,Work,Important,30,Saturday,9:00,9:30,user1
2190,Dinner with friends,Personal,Less Important,45,Saturday,21:45,22:30,user1
3294,Read research paper,Education,Important,30,Sunday,14:45,15:15,user1
1500,Research a topic,Education,Important,30,Monday,15:30,16:00,user1
2375,One-on-one with supervisor,Work,Important,60,Thursday,16:45,17:45,user1
2982,Review lecture notes,Education,More Important,30,Tuesday,13:30,14:00,user1
2401,Write short story,Personal,Normal,30,Monday,11:30,12:00,user1
1988,Make a scrapbook,Personal,Normal,60,Thursday,15:30,16:30,user1
971,Writing,Work,Less Important,70,Monday,18:00,19:10,user1
2771,Prepare budget report,Work,More Important,60,Saturday,9:00,10:00,user1
2616,Create flashcards for revision,Education,More Important,30,Sunday,14:15,14:45,user1
154,Drive to work,Work,Normal,30,Saturday,9:30,10:00,user1
1010,Research new skills to learn,Education,Important,90,Tuesday,14:00,15:30,user1
1904,Join an online gaming session,Personal,Less Important,60,Wednesday,18:45,19:45,user1
745,Join a webinar on AI,Education,Very Important,120,Tuesday,10:00,12:00,user1
1127,Take care of plants,Personal,Normal,30,Saturday,14:00,14:30,user1
2353,Create flashcards for revision,Education,More Important,60,Saturday,12:45,13:45,user1
3055,Design a presentation,Work,More Important,60,Saturday,9:15,10:15,user1
2838,Practice coding,Education,Important,30,Monday,12:00,12:30,user1
2364,Visit the bank,Personal,More Important,30,Monday,11:00,11:30,user1
1746,Attend a seminar,Education,Very Important,120,Thursday,9:00,11:00,user1
3278,Write short story,Personal,Normal,30,Wednesday,14:00,14:30,user1
564,Reply to messages,Personal,Normal,15,Friday,15:00,15:15,user1
74,Email Responses,Personal,Normal,83,Thursday,23:00,0:23,user1
1644,Complete a crossword puzzle,Personal,Normal,30,Monday,21:00,21:30,user1
598,Take a coffee break,Personal,Normal,10,Monday,10:30,10:40,user1
1738,Visit family,Personal,Normal,120,Sunday,14:00,16:00,user1
596,Go to a fitness class,Personal,Normal,60,Saturday,19:00,20:00,user1
1819,Summarize a chapter,Education,More Important,60,Sunday,14:30,15:30,user1
3219,Online course session,Education,Important,60,Saturday,12:30,13:30,user1
867,Take a nap,Personal,Less Important,20,Monday,13:00,13:20,user1
2039,Explore new tools,Education,Important,60,Saturday,15:30,16:30,user1
2139,Edit a short video,Personal,Normal,30,Saturday,18:15,18:45,user1
21,Go to the supermarket,Personal,Normal,30,Sunday,16:15,16:45,user1
280,Go for a bike ride,Personal,Less Important,30,Thursday,17:00,17:30,user1
237,Compose music,Personal,Normal,60,Sunday,15:30,16:30,user1
764,Eat dinner,Personal,Normal,30,Monday,18:45,19:15,user1
120,Meal prep for the week,Personal,Normal,90,Friday,17:30,19:00,user1
3085,Review lecture notes,Education,More Important,30,Monday,14:45,15:15,user1
2682,Online course session,Education,Important,45,Saturday,8:00,8:45,user1
2747,Chat with neighbors,Personal,Less Important,30,Sunday,18:00,18:30,user1
672,Yoga,Work,Important,16,Tuesday,20:00,20:16,user1
2620,Jogging,Personal,Normal,45,Saturday,7:30,8:15,user1
805,Go to work,Work,Very Important,60,Wednesday,9:30,10:30,user1
2922,Strategy discussion,Work,Important,45,Sunday,11:15,12:00,user1
1628,Write a short story,Personal,Normal,90,Saturday,19:00,20:30,user1
2572,Call family,Personal,Less Important,60,Friday,18:15,19:15,user1
1832,Home workout,Personal,Normal,60,Monday,8:30,9:30,user1
2158,Attend webinar,Education,Important,60,Tuesday,13:45,14:45,user1
996,Meeting,Personal,Less Important,51,Friday,21:00,21:51,user1
1404,Exercise,Personal,Important,45,Wednesday,8:35,9:20,user1
1581,Yoga,Personal,Less Important,87,Thursday,21:00,22:27,user1
860,Check weather,Personal,Less Important,5,Monday,6:00,6:05,user1
2329,Join online group chat,Personal,Less Important,30,Saturday,20:00,20:30,user1
7o7qxbCCryOBAGpGghuB,take nap,Personal,Less Important,30,Thursday,15:45,16:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32
3126,Complete a coding challenge,Education,Important,45,Monday,16:45,17:30,user1
1944,Clean the bathroom,Personal,Normal,45,Friday,12:00,12:45,user1
521,Organize work,Work,Important,60,Sunday,10:30,11:30,user1
695,Meeting,Work,Very Important,82,Thursday,20:00,21:22,user1
2851,Read comics,Personal,Less Important,45,Sunday,21:30,22:15,user1
1106,Meet friends,Personal,Normal,90,Wednesday,17:00,18:30,user1
2221,Read a book,Education,More Important,45,Tuesday,19:00,19:45,user1
7zGjw5KWXzQWPs7U4e0H,play boardgames,Personal,Normal,55,Friday,17:50,18:45,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2589,Test new software features,Work,More Important,60,Thursday,12:15,13:15,user1
1610,Research new skills to learn,Education,Important,90,Tuesday,14:00,15:30,user1
494,Take a hot bath,Personal,Normal,30,Wednesday,20:00,20:30,user1
311,Learn programming,Education,Very Important,90,Thursday,19:00,20:30,user1
2083,Attend a birthday party,Personal,Less Important,45,Sunday,21:00,21:45,user1
1562,Meeting,Personal,Important,61,Saturday,6:00,7:01,user1
1021,Call a relative,Personal,Normal,30,Saturday,10:30,11:00,user1
2717,Test new software features,Work,More Important,45,Wednesday,10:45,11:30,user1
1041,Play board games with family,Personal,Normal,90,Friday,19:30,21:00,user1
3023,Test new software features,Work,More Important,45,Friday,10:00,10:45,user1
809,Cook,Personal,Normal,60,Thursday,18:45,19:45,user1
3291,Water the plants,Personal,Normal,45,Saturday,8:15,9:00,user1
1659,Check and reply to messages,Work,Normal,15,Monday,13:00,13:15,user1
2599,Review lecture notes,Education,More Important,60,Saturday,12:30,13:30,user1
8DiNshepOJ7SdcdpcipQ,jogging,Personal,Less Important,30,Thursday,11:00,11:30,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1117,Read a book,Personal,Normal,60,Monday,22:00,23:00,user1
721,Call a relative,Personal,Normal,30,Saturday,10:30,11:00,user1
2588,Jogging,Personal,Normal,60,Saturday,5:00,6:00,user1
3295,Read research paper,Education,Important,60,Saturday,14:45,15:45,user1
3157,Visit pharmacy,Personal,More Important,30,Thursday,15:30,16:00,user1
3018,Watch online tutorial,Education,Important,60,Sunday,12:00,13:00,user1
2379,Write a blog post,Personal,Normal,45,Tuesday,17:15,18:00,user1
1227,Plan for the new week,Work,Important,45,Saturday,8:00,8:15,user1
2506,Solve math problems,Education,More Important,45,Wednesday,18:00,18:45,user1
2819,Prepare budget report,Work,More Important,60,Sunday,15:15,16:15,user1
1250,Learn programming,Education,Very Important,90,Monday,19:15,20:45,user1
2451,Home workout,Personal,Normal,45,Monday,8:15,9:00,user1
552,Wake up,Personal,Very Important,15,Monday,6:00,6:15,user1
2212,Mail documents,Personal,More Important,45,Monday,14:15,15:00,user1
445,Join a webinar on AI,Education,Very Important,120,Tuesday,10:00,12:00,user1
1116,Play games,Personal,Less Important,60,Monday,19:50,20:50,user1
1744,Go jogging,Personal,Normal,30,Wednesday,6:30,7:00,user1
434,Host a podcast episode,Personal,Normal,60,Friday,20:00,21:00,user1
1347,Organize email inbox,Work,Normal,30,Thursday,9:00,9:30,user1
2336,Respond to work emails,Work,More Important,45,Sunday,16:45,17:30,user1
1235,Work group meeting,Work,Very Important,60,Sunday,11:15,12:15,user1
492,Try a new recipe,Personal,Normal,45,Wednesday,18:30,19:15,user1
420,Meal prep for the week,Personal,Normal,90,Friday,17:30,19:00,user1
881,Watch TV series,Personal,Normal,60,Friday,21:00,22:00,user1
2368,Practice a new language,Education,Important,30,Sunday,11:00,11:30,user1
69,Reading,Personal,Less Important,82,Saturday,5:00,6:22,user1
1754,Make bed,Personal,Normal,10,Sunday,6:25,6:35,user1
3109,Read research paper,Education,Important,60,Saturday,10:15,11:15,user1
487,Listen to music,Personal,Normal,30,Wednesday,12:00,12:30,user1
2726,Practice coding,Education,Important,60,Friday,21:45,22:45,user1
1202,Go to the supermarket,Personal,Normal,30,Tuesday,16:00,16:30,user1
143,Visit the library,Education,Normal,60,Sunday,14:30,15:30,user1
1804,Take online quiz,Education,More Important,45,Tuesday,15:30,16:15,user1
1788,Send postcards,Personal,Less Important,20,Monday,12:30,12:50,user1
1881,Clean the kitchen,Personal,Normal,30,Sunday,17:15,17:45,user1
8uYBUj3ZkSrZ4WNexvGf,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
667,Yoga,Personal,Very Important,63,Thursday,10:00,11:03,user1
865,Buy groceries,Personal,Normal,60,Saturday,10:00,11:00,user1
718,Organize a photo album,Personal,Normal,60,Wednesday,20:00,21:00,user1
1429,Clean the kitchen,Personal,Normal,30,Monday,20:45,21:15,user1
2415,Record a song,Personal,Normal,30,Wednesday,20:30,21:00,user1
3015,Do the laundry,Personal,Normal,30,Saturday,12:30,13:00,user1
647,Plan for the new week,Work,Important,45,Friday,8:15,8:00,user1
1530,Learn programming,Education,Very Important,90,Tuesday,19:15,20:45,user1
2293,Get a haircut,Personal,More Important,30,Friday,17:15,17:45,user1
2868,Attend webinar,Education,Important,30,Sunday,16:45,17:15,user1
2020,Watch a movie,Personal,Less Important,60,Monday,21:45,22:45,user1
97F2iPsrwclzMaGqXXe4,meeting,Work,Normal,95,Wednesday,16:00,17:35,AcggWN6cpMNmEhlgSKPVUc1Ylq32
97RFfu6z7kXjOtZD6swh,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
453,Go to work,Work,Very Important,60,Monday,8:30,9:30,user1
2711,Water the plants,Personal,Normal,30,Saturday,8:45,9:15,user1
1853,Cycling,Personal,Normal,45,Monday,7:30,8:15,user1
3112,Swimming,Personal,Normal,60,Monday,6:45,7:45,user1
438,Research healthy recipes,Personal,Normal,60,Tuesday,11:00,12:00,user1
2147,Sketch a design,Personal,Normal,45,Tuesday,16:15,17:00,user1
609,Jogging,Personal,Less Important,30,Tuesday,7:30,8:00,user1
2529,Stretching session,Personal,Normal,30,Wednesday,7:30,8:00,user1
236,Take photos,Personal,Less Important,30,Sunday,17:00,17:30,user1
2467,Stream live concert,Personal,Less Important,45,Saturday,19:45,20:30,user1
3029,Product demo with client,Work,Important,30,Thursday,12:45,13:15,user1
58,Yoga,Work,Very Important,46,Tuesday,19:00,19:46,user1
741,Play board games with family,Personal,Normal,90,Friday,19:30,21:00,user1
1977,Pick up package,Personal,More Important,30,Wednesday,12:15,12:45,user1
258,Take vitamins,Personal,Normal,5,Saturday,7:10,7:15,user1
3272,Read comics,Personal,Less Important,30,Thursday,18:00,18:30,user1
2608,Create flashcards for revision,Education,More Important,45,Sunday,16:45,17:30,user1
725,Meditation session,Personal,Less Important,20,Wednesday,6:00,6:20,user1
3197,Take online quiz,Education,More Important,30,Monday,10:30,11:00,user1
439,Weekly team sync-up,Work,Very Important,60,Wednesday,15:00,16:00,user1
2416,Mop the floor,Personal,Normal,45,Thursday,16:00,16:45,user1
1801,Clean the kitchen,Personal,Normal,45,Sunday,16:00,16:45,user1
1185,Set alarms,Personal,Normal,5,Tuesday,22:30,22:35,user1
1200,Research a topic,Education,Important,30,Monday,15:30,16:00,user1
2197,Paint a picture,Personal,Normal,30,Sunday,15:15,15:45,user1
1256,Coding Session,Personal,Normal,100,Sunday,20:00,21:40,user1
1736,Take photos,Personal,Less Important,30,Sunday,17:00,17:30,user1
2142,Join an online gaming session,Personal,Less Important,60,Thursday,18:45,19:45,user1
582,Do a puzzle,Personal,Less Important,30,Saturday,16:30,17:00,user1
3052,Online course session,Education,Important,30,Saturday,9:15,9:45,user1
577,Pick up mail,Personal,Less Important,10,Monday,17:00,17:10,user1
2906,Read a book,Education,More Important,60,Thursday,10:45,11:45,user1
9d1WTt4EKblKAMdcnkpF,take nap,Personal,Less Important,30,Wednesday,16:30,17:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1564,Coding Session,Personal,Very Important,89,Monday,7:00,8:29,user1
1444,Go jogging,Personal,Normal,30,Wednesday,6:30,7:00,user1
373,Grocery Shopping,Personal,Important,66,Wednesday,1:00,2:06,user1
3293,Practice a new language,Education,Important,60,Saturday,19:30,20:30,user1
1975,Code review session,Work,More Important,45,Wednesday,15:30,16:15,user1
2163,Make a scrapbook,Personal,Normal,60,Saturday,17:30,18:30,user1
773,Drive to work,Work,Normal,30,Tuesday,8:30,9:00,user1
1378,Check bank statements,Personal,Normal,15,Tuesday,16:30,16:45,user1
2458,Join an online gaming session,Personal,Less Important,60,Friday,19:45,20:45,user1
9lGluGPS5OIoY9Z0Zxp1,wake,Personal,Very Important,15,Monday,06:05,06:20,AcggWN6cpMNmEhlgSKPVUc1Ylq32
2759,Renew ID card,Personal,More Important,30,Thursday,13:30,14:00,user1
339,Listen to podcast,Personal,Normal,30,Thursday,20:45,21:15,user1
2990,Drop off donation,Personal,More Important,45,Monday,13:30,14:15,user1
2397,Evening gym workout,Personal,Normal,30,Sunday,19:45,20:15,user1
9milbSiomwoHmyERsweC,reading,Personal,Normal,65,Monday,12:10,13:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32
1421,Organize work,Work,Important,60,Sunday,10:30,11:30,user1
1740,Work in a team,Work,Very Important,120,Saturday,10:30,12:30,user1
994,Reading,Work,Important,103,Wednesday,0:00,1:43,user1
2284,Clean the bathroom,Personal,Normal,45,Sunday,14:30,15:15,user1
2829,Grocery shopping,Personal,More Important,60,Saturday,11:30,12:30,user1
838,Visit family,Personal,Normal,120,Sunday,14:00,16:00,user1
1796,Go to a fitness class,Personal,Normal,60,Saturday,19:00,20:00,user1
252,Wake up,Personal,Very Important,15,Monday,6:00,6:15,user1
1547,Plan for the new week,Work,Important,45,Friday,8:15,8:00,user1
2942,Renew ID card,Personal,More Important,45,Wednesday,9:00,9:45,user1
2642,One-on-one with supervisor,Work,Important,60,Friday,12:45,13:45,user1
884,Wash dishes,Personal,Normal,20,Monday,19:45,20:05,user1
823,Plan for tomorrow,Work,Important,20,Tuesday,22:00,22:20,user1
1773,Make smoothie,Personal,Less Important,10,Thursday,8:00,8:10,user1
2512,Dinner with friends,Personal,Less Important,30,Wednesday,21:00,21:30,user1
3253,Home workout,Personal,Normal,60,Sunday,6:30,7:30,user1
3042,Read a book,Education,More Important,30,Sunday,13:45,14:15,user1
2261,Project sync-up,Work,Important,60,Saturday,12:45,13:45,user1
1225,Hang out with friends,Personal,Normal,120,Thursday,18:15,20:15,user1
2553,Pick up package,Personal,More Important,30,Monday,12:15,12:45,user1
972,Yoga,Work,Important,16,Tuesday,20:00,20:16,user1
1214,Learn English,Education,Important,60,Sunday,15:00,16:00,user1
1376,Take a quick break,Personal,Normal,10,Tuesday,15:00,15:10,user1
2663,Watch online tutorial,Education,Important,30,Thursday,21:15,21:45,user1
1109,Cook,Personal,Normal,60,Thursday,18:45,19:45,user1
1345,Join a webinar on AI,Education,Very Important,120,Tuesday,10:00,12:00,user1
2777,Evening gym workout,Personal,Normal,60,Tuesday,19:00,20:00,user1
363,Yoga,Personal,Important,22,Sunday,13:00,13:22,user1
3086,Learn Python,Education,Important,45,Saturday,13:45,14:30,user1
3139,Visit the bank,Personal,More Important,30,Saturday,11:15,11:45,user1
2452,Attend webinar,Education,Important,45,Friday,15:00,15:45,user1
1676,Take a quick break,Personal,Normal,10,Tuesday,15:00,15:10,user1
2536,Product demo with client,Work,Important,45,Thursday,13:45,14:30,user1
267,Take a nap,Personal,Less Important,20,Monday,13:00,13:20,user1
2867,Coffee with a friend,Personal,Less Important,60,Sunday,16:15,17:15,user1
917,Write a diary,Personal,Normal,30,Wednesday,22:30,23:00,user1
1123,Plan for tomorrow,Work,Important,20,Tuesday,22:00,22:20,user1
1847,Yoga session,Personal,Normal,45,Wednesday,7:45,8:30,user1
3214,Take online quiz,Education,More Important,45,Friday,14:45,15:30,user1
900,Research a topic,Education,Important,30,Monday,15:30,16:00,user1
1764,Reply to messages,Personal,Normal,15,Friday,15:00,15:15,user1
2694,Pick up package,Personal,More Important,60,Tuesday,11:15,12:15,user1
2279,Yoga session,Personal,Normal,60,Thursday,7:15,8:15,user1
594,Have a meeting,Work,Very Important,60,Thursday,9:00,10:00,user1
2193,Watch YouTube,Personal,Less Important,30,Thursday,21:00,21:30,user1
2316,Update project status,Work,More Important,30,Wednesday,12:45,13:15,user1
2693,Clean the bathroom,Personal,Normal,30,Tuesday,14:15,14:45,user1
