TaskID,TaskName,Type,Duration,Importance,DayOfWeek,StartTime,EndTime
1741,Play outdoor sports,Personal,90,Normal,Sunday,16:00,17:30
1742,Attend a party,Social,180,Less Important,Saturday,18:30,21:30
1743,Practice yoga,Personal,30,Normal,Saturday,6:00,6:30
1744,Go jogging,Personal,30,Normal,Wednesday,6:30,7:00
1745,Do homework,Education,60,Important,Wednesday,18:00,19:00
1746,Attend a seminar,Education,120,Very Important,Thursday,9:00,11:00
1747,Update personal profiles,Personal,15,Less Important,Thursday,13:00,13:15
1748,Handle paperwork,Work,30,Normal,Friday,13:15,13:45
1749,Shop online,Personal,60,Normal,Saturday,12:00,13:00
1750,Learn a new skill,Education,60,Important,Sunday,16:30,17:30
1751,Watch a livestream,Personal,60,Less Important,Monday,19:00,20:00
1752,Wake up,Personal,15,Very Important,Monday,6:00,6:15
1753,Stretch,Personal,10,Normal,Sunday,6:15,6:25
1754,Make bed,Personal,10,Normal,Sunday,6:25,6:35
1755,Water plants,Personal,15,Normal,Saturday,6:35,6:50
1756,Brush teeth,Personal,5,Normal,Saturday,6:50,6:55
1757,Pack bag,Personal,10,Normal,Friday,7:00,7:10
1758,Take vitamins,Personal,5,Normal,Saturday,7:10,7:15
1759,Make lunch,Personal,30,Normal,Sunday,12:00,12:30
1760,Check weather,Personal,5,Less Important,Monday,6:00,6:05
1761,Organize desk,Work,15,Normal,Tuesday,8:30,8:45
1762,Take a break,Personal,10,Less Important,Wednesday,9:45,9:55
1763,Walk to the bus stop,Personal,10,Normal,Thursday,7:30,7:40
1764,Reply to messages,Personal,15,Normal,Friday,15:00,15:15
1765,Buy groceries,Personal,60,Normal,Saturday,10:00,11:00
1766,Do laundry,Personal,60,Normal,Sunday,15:00,16:00
1767,Take a nap,Personal,20,Less Important,Monday,13:00,13:20
1768,Drink water,Personal,5,Normal,Tuesday,10:00,10:05
1769,Talk to family,Personal,20,Normal,Wednesday,17:30,17:50
1770,Check social media,Personal,10,Less Important,Thursday,15:30,15:40
1771,Clear notifications,Personal,5,Less Important,Friday,15:40,15:45
1772,Walk the dog,Personal,30,Normal,Saturday,16:00,16:30
1773,Make smoothie,Personal,10,Less Important,Thursday,8:00,8:10
1774,Check calendar,Work,10,Normal,Friday,8:15,8:25
1775,Meditate,Personal,15,Normal,Saturday,6:40,6:55
1776,Write to-do list,Work,10,Normal,Sunday,8:45,8:55
1777,Pick up mail,Personal,10,Less Important,Monday,17:00,17:10
1778,Read a blog,Personal,15,Less Important,Tuesday,10:15,10:30
1779,Call a friend,Personal,20,Normal,Wednesday,18:00,18:20
1780,Go for a bike ride,Personal,30,Less Important,Thursday,17:00,17:30
1781,Watch TV series,Personal,60,Normal,Friday,21:00,22:00
1782,Do a puzzle,Personal,30,Less Important,Saturday,16:30,17:00
1783,Write a letter,Personal,30,Less Important,Sunday,18:30,19:00
1784,Wash dishes,Personal,20,Normal,Monday,19:45,20:05
1785,Set alarms,Personal,5,Normal,Tuesday,22:30,22:35
1786,Organize photos,Personal,30,Less Important,Wednesday,14:00,14:30
1787,Take a power nap,Personal,20,Less Important,Thursday,14:00,14:20
1788,Send postcards,Personal,20,Less Important,Monday,12:30,12:50
1789,Meet new people,Social,60,Normal,Tuesday,15:00,16:00
1790,Attend a webinar,Education,60,Important,Wednesday,19:00,20:00
1791,Plan a trip,Personal,90,Important,Thursday,14:00,15:30
1792,Organize documents,Work,30,Normal,Friday,11:00,11:30
1793,Read a magazine,Personal,20,Less Important,Saturday,15:00,15:20
1794,Have a meeting,Work,60,Very Important,Thursday,9:00,10:00
1795,Pay bills,Personal,30,Important,Friday,18:00,18:30
1796,Go to a fitness class,Personal,60,Normal,Saturday,19:00,20:00
1797,Write a poem,Personal,30,Less Important,Sunday,18:30,19:00
1798,Take a coffee break,Personal,10,Normal,Monday,10:30,10:40
1799,Take a deep breath,Personal,5,Normal,Tuesday,8:40,8:45
1800,Research a topic,Education,30,Important,Monday,15:30,16:00
